province,district,name,number,administrative_pst,locality,area,classification,type,level,latitude,longitude
MAPUTO CIDADE,JOSE MACAMO,Hospital Geral de Infulene,1423,CIDADE DE MAPUTO,Bairro Zimpeto,URBANA,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-25.8608,32.5664
MAPUTO PROVINCIA,CIDADE DA MATOLA,HG Machava,1293,INFULENE,ACORDOS DE LUSAKA,URBANA,Hospital Geral,Hospital Geral,Nivel Secondario,-25.9142,32.5328
MAPUTO PROVINCIA,CIDADE DA MATOLA,CS Matola II,1294,CIDADE DA MATOLA,MATOLA B,URBANA,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-25.9394,32.4553
MAPUTO PROVINCIA,CIDADE DA MATOLA,CS Machava II,1295,MACHAVA,MACHAVA SEDE,URBANA,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-25.9108,32.4927
MAPUTO PROVINCIA,CIDADE DA MATOLA,CS Matola-Gare,1296,MACHAVA,MATOLA GARE,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-25.8267,32.4525
MAPUTO PROVINCIA,CIDADE DA MATOLA,CS Ndlavela,1297,INFULENE,NDLAVELA,URBANA,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-25.8875,32.5341
MAPUTO PROVINCIA,CIDADE DA MATOLA,CS Matola I,1298,CIDADE DA MATOLA,MATOLA A,URBANA,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-25.9642,32.4553
MAPUTO PROVINCIA,CIDADE DA MATOLA,CS Fasol,1299,CIDADE DA MATOLA,MATOLA A,URBANA,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-25.9389,32.4944
MAPUTO PROVINCIA,CIDADE DA MATOLA,CS Liberdade,1300,CIDADE DA MATOLA,LIBERDADE,URBANA,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-25.9103,32.4597
MAPUTO PROVINCIA,CIDADE DA MATOLA,CS Boquisso,1301,INFULENE,BOQUISSO B,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-25.7389,32.5392
MAPUTO PROVINCIA,CIDADE DA MATOLA,PS T3,1302,INFULENE,T3,URBANA,Posto de Saude,Posto de Saude,Nivel Primario,-25.8983,32.5391
MAPUTO PROVINCIA,CIDADE DA MATOLA,PS Km 25,1303,MACHAVA,MATOLA GARE,URBANA,Centro de Saude,Centro de Saude Urbana,Nivel Primario,-25.7908,32.4366
MAPUTO PROVINCIA,CIDADE DA MATOLA,CS Kongolote,1304,INFULENE,KHONGOLOTE,URBANA,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-25.8405,32.5419
MAPUTO PROVINCIA,CIDADE DA MATOLA,PS Unidade A,1305,MACHAVA,INFULENE A,URBANA,Posto de Saude,Posto de Saude,Nivel Primario,-25.9106,32.5175
MAPUTO PROVINCIA,CIDADE DA MATOLA,CS Machava I,1306,MATOLA RIO,MATOLA RIO,RURAL,Centro de Saude,Centro de Saude Rural,Desconhecido,-25.956125,32.43288
MAPUTO PROVINCIA,CIDADE DA MATOLA,CS Machava-Bedene,1307,CIDADE DA MATOLA,LIBERDADE,URBANA,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-25.9187,32.4682
MAPUTO PROVINCIA,CIDADE DA MATOLA,CS Matola II (CSE),1308,NA,NA,NA,NA,NA,NA,-25.9394,32.4553
MAPUTO PROVINCIA,CIDADE DA MATOLA,HG Machava (CSE),1309,NA,NA,NA,NA,NA,NA,-25.9142,32.5328
MAPUTO PROVINCIA,CIDADE DA MATOLA,Hospital de Dia da Policia,1310,NA,NA,NA,NA,NA,NA,-25.8359907172,32.4947700968
MAPUTO PROVINCIA,BOANE,CS Boane,1311,BOANE,VILA DE BOANE,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-26.0489,32.3253
MAPUTO PROVINCIA,BOANE,CS Campoane,1312,BOANE,GUEGUEGUE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-26.0131,32.4186
MAPUTO PROVINCIA,BOANE,CS Mahubo,1313,BOANE,EDUARDO MONDLANE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-26.1589,32.3461
MAPUTO PROVINCIA,BOANE,CS Massaca,1314,BOANE,EDUARDO MONDLANE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-26.0644,32.2861
MAPUTO PROVINCIA,BOANE,CS Beleluane,1315,MATOLA RIO,MATOLA RIO,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-25.9189,32.3941
MAPUTO PROVINCIA,BOANE,PS Radio Marconi,1316,BOANE,GUEGUEGUE,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-26.0003,32.2922
MAPUTO PROVINCIA,BOANE,PS Matola-Rio,1317,MATOLA RIO,MATOLA RIO,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-25.96,32.4173
MAPUTO PROVINCIA,BOANE,PS Pequenos Libombos,1318,BOANE,EDUARDO MONDLANE,RURAL,Centro de Saude,Centro de Saude Rural,Desconhecido,-26.0883,32.2592
MAPUTO PROVINCIA,BOANE,PS Casa do Gaiato,1319,BOANE,EDUARDO MONDLANE,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-26.0756,32.2767
MAPUTO PROVINCIA,BOANE,PS Umbeluzi,1320,BOANE,GUEGUEGUE,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-26.0636,32.3734
MAPUTO PROVINCIA,BOANE,CS Picoco,1321,BOANE,GUEGUEGUE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-26.0086,32.3366
MAPUTO PROVINCIA,BOANE,CS Mulotana,1322,MATOLA RIO,MATOLA RIO,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-25.8408,32.3636
MAPUTO PROVINCIA,MAGUDE,CS Magude,1323,MAGUDE,VILA DE MAGUDE,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-25.0289,32.6497
MAPUTO PROVINCIA,MAGUDE,CS Mutaze,1324,MOTAZE,MOTAZE SEDE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.7994,32.8589
MAPUTO PROVINCIA,MAGUDE,CS Panjane,1325,PANJANE,PANJANE SEDE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.9008,32.3494
MAPUTO PROVINCIA,MAGUDE,CS Mahel,1326,NA,NA,NA,NA,NA,NA,-24.7021924647,32.4385455703
MAPUTO PROVINCIA,MAGUDE,CS Mapulanguene,1327,MAPULANGUENE,MAPULANGUENE SEDE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.4914,32.0878
MAPUTO PROVINCIA,MAGUDE,CS Chicutso,1328,MAHELE,CHICUTSO,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.5692,32.6619
MAPUTO PROVINCIA,MAGUDE,CS Moine,1329,MAGUDE,MOINE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-24.8864,32.5286
MAPUTO PROVINCIA,MANHICA,HR Xinavane,1330,XINAVANE,VILA DE XINAVANE,URBANA,Hospital Rural,Hospital Rural,Nivel Secondario,-25.0456,32.8053
MAPUTO PROVINCIA,MANHICA,CS Maragra,1331,MANHICA SEDE,MACIANA,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-25.4561,32.7753
MAPUTO PROVINCIA,MANHICA,CS Manhica,1332,MANHICA SEDE,MANHICA SEDE,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-25.4092,32.8081
MAPUTO PROVINCIA,MANHICA,CS Malavela,1333,PALMEIRA (3 DE FEVEREIRO),MWAMATIBYANA,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-25.3092,32.8331
MAPUTO PROVINCIA,MANHICA,CS Maluana,1334,MALUANA,MALUANA SEDE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-25.4961,32.6525
MAPUTO PROVINCIA,MANHICA,CS Calanga,1335,CALANGA,CHECUA,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-25.3539,32.9336
MAPUTO PROVINCIA,MANHICA,CS Munguine,1336,MALUANA,MUNGUINE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-25.5106,32.7264
MAPUTO PROVINCIA,MANHICA,CS Taninga,1337,PALMEIRA (3 DE FEVEREIRO),TANINGA,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-25.1792,32.8522
MAPUTO PROVINCIA,MANHICA,CS Mwamatibjana,1338,PALMEIRA (3 DE FEVEREIRO),MWAMATIBYANA,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-25.2622,32.8647
MAPUTO PROVINCIA,MANHICA,CS Ilha Josina Machel,1339,ILHA JOSINA MACHEL,MAGUIGUANE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-25.0936,32.9175
MAPUTO PROVINCIA,MANHICA,CS 3 Fevereiro,1340,PALMEIRA (3 DE FEVEREIRO),3 DE FEVEREIRO,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-25.1572,32.8006
MAPUTO PROVINCIA,MANHICA,CS Mirona,1341,PALMEIRA (3 DE FEVEREIRO),3 DE FEVEREIRO,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-25.2247,32.6644
MAPUTO PROVINCIA,MANHICA,CS Chibucutso,1342,MANHICA SEDE,MANHICA SEDE,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-25.2872,32.7406
MAPUTO PROVINCIA,MANHICA,CS Xinavane,1343,XINAVANE,VILA DE XINAVANE,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-25.0456,32.8053
MAPUTO PROVINCIA,MANHICA,CS Munhague,1344,NA,NA,NA,NA,NA,NA,NA,NA
MAPUTO PROVINCIA,MARRACUENE,CS Marracuene,1345,MARRACUENE,VILA DE MARRACUENE,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-25.7297,32.6733
MAPUTO PROVINCIA,MARRACUENE,CS Matalane,1346,MARRACUENE,NHONGONHANE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-25.6642,32.6428
MAPUTO PROVINCIA,MARRACUENE,CS Machubo,1347,MACHUBO,MACANZA,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-25.5644,32.7994
MAPUTO PROVINCIA,MARRACUENE,CS Momemo,NA,NA,NA,NA,NA,NA,NA,-25.6607369028,32.7108798904
MAPUTO PROVINCIA,MARRACUENE,CS Madre Ma Clara,1348,MARRACUENE,MICHAFUTENE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-25.7439,32.6264
MAPUTO PROVINCIA,MARRACUENE,CS Eduardo Mondlane,1349,MARRACUENE,NHONGONHANE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-25.6619,32.6725
MAPUTO PROVINCIA,MARRACUENE,CS Ricatla,1350,MARRACUENE,MICHAFUTENE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-25.7847,32.6339
MAPUTO PROVINCIA,MATUTUINE,CS Matutuine,1351,BELA VISTA,VILA DE BELA VISTA,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-26.3427,32.675
MAPUTO PROVINCIA,MATUTUINE,CS Catuane,1352,CATUANE,PAZIMANE (CATUANE SEDE),RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-26.84,32.2852
MAPUTO PROVINCIA,MATUTUINE,CS Mabilibili,1353,BELA VISTA,MISSEVENE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-26.3684,32.6189
MAPUTO PROVINCIA,MATUTUINE,CS Machangulo,1354,NA,NA,NA,NA,NA,NA,NA,NA
MAPUTO PROVINCIA,MATUTUINE,CS Ponta Douro,1355,ZITUNDO,ZITUNDO SEDE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-26.8372,32.8839
MAPUTO PROVINCIA,MATUTUINE,CS Salamanga,1356,BELA VISTA,SALAMANGA,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-26.4745,32.6511
MAPUTO PROVINCIA,MATUTUINE,CS Zitundo,1357,ZITUNDO,ZITUNDO SEDE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-26.7508,32.8267
MAPUTO PROVINCIA,MATUTUINE,CS Hindane,1358,BELA VISTA,MISSEVENE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-26.3281,32.4158
MAPUTO PROVINCIA,MATUTUINE,CS Gueveza,1359,NA,NA,NA,NA,NA,NA,-26.5261365607,32.5625487799
MAPUTO PROVINCIA,MATUTUINE,CS Msime,1360,CATEMBE MSIME,MSIME,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-26.0855,32.6245
MAPUTO PROVINCIA,MATUTUINE,CS Mungazine,1361,NA,NA,NA,NA,NA,NA,-26.5261365434,32.5625487798
MAPUTO PROVINCIA,MATUTUINE,CS Ndelane,1362,MACHANGULO,NDELANE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-26.2156,32.8858
MAPUTO PROVINCIA,MATUTUINE,CS Santa Maria,1363,NA,NA,NA,NA,NA,NA,-26.5261365277,32.5625487764
MAPUTO PROVINCIA,MATUTUINE,PS Manhangane,1364,CATUANE,MANHANGANE,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-26.672,32.1823
MAPUTO PROVINCIA,MOAMBA,CS Moamba,1365,MOAMBA,VILA DE MOAMBA,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-25.5986,32.245
MAPUTO PROVINCIA,MOAMBA,CS Ressano Garcia,1366,RESSANO GARCIA,VILA DE RESSANO GARCIA,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-25.4442,31.9897
MAPUTO PROVINCIA,MOAMBA,CS Corrumane,1367,SABIE,SABIE SEDE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-25.2392,32.1375
MAPUTO PROVINCIA,MOAMBA,CS Sabie,1368,SABIE,SABIE SEDE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-25.3217,32.2553
MAPUTO PROVINCIA,MOAMBA,CS Tenga,1369,PESSENE,PESSENE SEDE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-25.7511,32.395
MAPUTO PROVINCIA,MOAMBA,CS Pessene,1370,PESSENE,PESSENE SEDE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-25.6961,32.345
MAPUTO PROVINCIA,MOAMBA,CS Mahulane,1371,PESSENE,MAHULANE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-25.6456,32.4967
MAPUTO PROVINCIA,MOAMBA,CS Chinhanguanine,1372,SABIE,MALENGANE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-25.2847,32.5117
MAPUTO PROVINCIA,MOAMBA,PS Chanculo,1373,NA,NA,NA,NA,NA,NA,NA,NA
MAPUTO PROVINCIA,NAMAACHA,CS Namaacha,1374,NAMAACHA,VILA DE NAMAACHA,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-25.9911,32.0133
MAPUTO PROVINCIA,NAMAACHA,CS Changalane,1375,CHANGALANE,CHANGALANE SEDE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-26.2958,32.1877
MAPUTO PROVINCIA,NAMAACHA,CS Goba,1376,CHANGALANE,GOBA,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-26.2014,32.1389
MAPUTO PROVINCIA,NAMAACHA,PS Kulula,1377,NAMAACHA,MAFUIANE,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-25.8647,32.2864
MAPUTO PROVINCIA,NAMAACHA,CS Mahelane,1378,CHANGALANE,MAHELANE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-26.1941,32.2175
MAPUTO PROVINCIA,NAMAACHA,CS Mafuiane,1379,NAMAACHA,MAFUIANE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-26.04,32.2575
MAPUTO PROVINCIA,NAMAACHA,CS Didinawane,1380,CHANGALANE,CHANGALANE SEDE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-26.4333,32.243
NAMPULA,CIDADE DE NAMPULA,HC Nampula,259,URBANO CENTRAL,BAIRRO LIMOEIROS,URBANA,Hospital Central,Hospital Central,Nivel Quaternario,-15.1231,39.2619
NAMPULA,CIDADE DE NAMPULA,Hospital Psiquiatrico Nampula,260,NATIKIRE,BAIRRO NATIKIRE,URBANA,Hospital Psiquiatrico,Hospital Psiquiatrico,Nivel Quaternario,-15.1117,39.2281
NAMPULA,CIDADE DE NAMPULA,CS 25 Setembro,261,MUATALA,BAIRRO MUTAUANHA,URBANA,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-15.1114,39.2536
NAMPULA,CIDADE DE NAMPULA,HG Marrere,262,NATIKIRE,BAIRRO MARERE,URBANA,Hospital Geral,Hospital Geral,Nivel Secondario,-15.1194,39.1894
NAMPULA,CIDADE DE NAMPULA,CS 1 Maio,263,URBANO CENTRAL,BAIRRO 1 DE MAIO,URBANA,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-15.1142,39.2681
NAMPULA,CIDADE DE NAMPULA,PS Napipine,264,NAPIPINE,BAIRRO NAPIPINE,URBANA,Posto de Saude,Posto de Saude,Nivel Primario,-15.1078,39.2581
NAMPULA,CIDADE DE NAMPULA,PS Muhala,265,MUHALA,BAIRRO MUHALA SEDE,URBANA,Posto de Saude,Posto de Saude,Nivel Primario,-15.1205,39.2642
NAMPULA,CIDADE DE NAMPULA,PS Namutequeliua,266,MUHALA,BAIRRO MUHALA SEDE,URBANA,Posto de Saude,Posto de Saude,Nivel Primario,-15.1186,39.2789
NAMPULA,CIDADE DE NAMPULA,PS Namicopo,267,NAMICOPO,BAIRRO NAMICOPO SEDE,URBANA,Posto de Saude,Posto de Saude,Nivel Primario,-15.1106,39.2728
NAMPULA,CIDADE DE NAMPULA,PS OTM,268,URBANO CENTRAL,BAIRRO 1 DE MAIO,URBANA,Posto de Saude,Posto de Saude,Nivel Primario,-15.1153,39.2619
NAMPULA,CIDADE DE NAMPULA,PS Texmoque,269,CIDADE DE NAMPULA,CIDADE DE NAMPULA,URBANA,Posto de Saude,Posto de Saude,Nivel Primario,-15.0961,39.2572
NAMPULA,CIDADE DE NAMPULA,CS Mental,270,NA,NA,NA,NA,NA,NA,NA,NA
NAMPULA,CIDADE DE NAMPULA,CS  Mutavarex,271,NA,NA,NA,NA,NA,NA,NA,NA
NAMPULA,CIDADE DE NAMPULA,Hospital Militar,272,NA,NA,NA,NA,NA,NA,-15.1032634406,39.2625494787
NAMPULA,ANGOCHE,HR Angoche,273,CIDADE DE ANGOCHE,PARAPATO,URBANA,Hospital Rural,Hospital Rural,Nivel Secondario,-16.2294,39.9078
NAMPULA,ANGOCHE,CS Inguri,274,CIDADE DE ANGOCHE,INGURI,URBANA,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-16.2189,39.8992
NAMPULA,ANGOCHE,CS Namaponda,275,NAMAPONDA,NAMAPONDA,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-15.9011,39.8644
NAMPULA,ANGOCHE,CS Namitoria,276,BOILA,BOILA SEDE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-16.0592,39.7275
NAMPULA,ANGOCHE,CS Natiri,277,BOILA,NAPRUMA,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-16.0919,39.6606
NAMPULA,ANGOCHE,CS Aube,278,AUBE,AUBE SEDE,RURAL,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-16.3658,39.75
NAMPULA,ANGOCHE,PS Mepapata,279,NAMAPONDA,MEPAPATA,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-15.8703,39.7428
NAMPULA,ANGOCHE,PS Merrerre,280,BOILA,NAPRUMA,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-16.1831,39.6406
NAMPULA,ANGOCHE,PS Nacopa,281,BOILA,BOILA SEDE,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-15.9953,39.7375
NAMPULA,ANGOCHE,PS Napruma,282,BOILA,NAPRUMA,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-16.075,39.6186
NAMPULA,MONGICUAL,CS Liupo,283,AUBE,CATAMOIO,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-16.3993,39.8768
NAMPULA,ANGOCHE,CS Sangage,284,CIDADE DE ANGOCHE,SANGAGE,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-16.0325,40.1022
NAMPULA,ANGOCHE,PS Macatane,285,CIDADE DE ANGOCHE,CEREMA,URBANA,Posto de Saude,Posto de Saude,Nivel Primario,-16.1914,39.9286
NAMPULA,ANGOCHE,CS Catamoio,286,AUBE,CATAMOIO,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-16.3208,39.8364
NAMPULA,ANGOCHE,PS Catamoio,287,AUBE,CATAMOIO,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-16.3597,39.8056
NAMPULA,ANGOCHE,CS Mirrepe,288,AUBE,AUBE SEDE,RURAL,Centro de Saude,Centro de Saude Urbano,Nivel Primario,-16.2506,39.6525
NAMPULA,ANGOCHE,PS Quelelene,289,AUBE,CATAMOIO,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-16.3442,39.92
NAMPULA,ANGOCHE,CS Gelo,290,NA,NA,NA,NA,NA,NA,NA,NA
NAMPULA,ERATI,HR Namapa,291,NAMAPA,VILA DE NAMAPA,URBANA,Hospital Rural,Hospital Rural,Nivel Secondario,-13.7163,39.8226
NAMPULA,ERATI,HD Alua,292,ALUA,ALUA SEDE,RURAL,Hospital Distrital,Hospital Distrital,Nivel Secondario,-13.9356,39.9251
NAMPULA,ERATI,CS Mirrote,293,NAMIROA,MUANONA,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-13.8452,39.5437
NAMPULA,ERATI,CS Namiroa,294,NAMIROA,NAMIROA SEDE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-14.0637,39.4516
NAMPULA,ERATI,PS Nantoge,295,NAMIROA,MUANONA,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-13.9815,39.2316
NAMPULA,ERATI,PS Machel,296,ALUA,SAMORA MACHEL,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-14.0091,39.6695
NAMPULA,ERATI,CS Odinepa,297,NAMAPA,ODINEPA,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-13.6004,40.0273
NAMPULA,ERATI,CS Kutua,298,NA,NA,NA,NA,NA,NA,NA,NA
NAMPULA,ERATI,CS Tubruto (25 de Junho),299,NA,NA,NA,NA,NA,NA,NA,NA
NAMPULA,ILHA DE MOCAMBIQUE,CS Ilha Moçambique,300,LUMBO,LUMBO SEDE,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-15.0351,40.687
NAMPULA,ILHA DE MOCAMBIQUE,CS Lumbo,301,LUMBO,LUMBO SEDE,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-15.0214,40.6703
NAMPULA,ILHA DE MOCAMBIQUE,PS Ampapa,302,LUMBO,AMPARA,URBANA,Posto de Saude,Posto de Saude,Nivel Primario,-15.0151,40.6502
NAMPULA,ILHA DE MOCAMBIQUE,PS Muchelia,303,LUMBO,AMPARA,URBANA,Posto de Saude,Posto de Saude,Nivel Primario,-15.0875,40.5769
NAMPULA,LALAUA,CS Lalaua,304,METI,METI SEDE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-14.3764,37.7708
NAMPULA,LALAUA,PS Lurio,305,LALAUA,LURIO,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-14.1775,38.5994
NAMPULA,LALAUA,CS Meti,306,NA,NA,NA,NA,NA,NA,-14.4374392978,38.1263463164
NAMPULA,LALAUA,PS Naquessa,307,METI,NAQUESSE,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-14.7167,37.835
NAMPULA,LALAUA,CS Muesseleque,308,LALAUA,LALAUA SEDE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-14.225,38.3219
NAMPULA,LALAUA,PS S/N,309,METI,METI SEDE,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-14.5103,37.805
NAMPULA,MALEMA,CS Malema,310,MALEMA,VILA DE MALEMA,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-14.9578,37.4069
NAMPULA,MALEMA,CS Mutuali,311,MUTUALI,VILA DE MUTUALI,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-14.85,37.0042
NAMPULA,MALEMA,PS Chuhulo,312,CHIHULO,CHIHULO,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-14.6817,37.4592
NAMPULA,MALEMA,PS Cunvare,313,MALEMA,NIOCE,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-14.8925,37.7706
NAMPULA,MALEMA,PS Muralelo,314,MALEMA,MURRALELO,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-15.0286,37.5142
NAMPULA,MALEMA,PS Murripa,315,MALEMA,NIOCE,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-14.8855,37.7723
NAMPULA,MALEMA,PS Nataleia,316,MALEMA,NATALEIA,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-14.8698,37.4997
NAMPULA,MALEMA,CS Nacata,317,MUTUALI,NACATA,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-14.9375,37.1767
NAMPULA,MECONTA,CS Namialo,318,NAMIALO,VILA DE NAMIALO,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-14.9289,40.0019
NAMPULA,MECONTA,CS Meconta,319,MECONTA,VILA DE MECONTA,URBANA,Centro de Saude,Centro de Saude Rural,Nivel Primario,-14.9889,39.8458
NAMPULA,MECONTA,CS Corrane,320,CORRANE,CORRANE SEDE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-15.4694,39.6273
NAMPULA,MECONTA,PS Teterrene,321,MECONTA,MECONTA SEDE,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-14.9692,39.8853
NAMPULA,MECONTA,CS Nacavala,322,7 DE ABRIL,7 DE ABRIL (NACAVALA),RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-15.0083,39.6809
NAMPULA,MECONTA,CS Japir,323,CORRANE,MECUA 2 (JAPIR),RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-15.4878,39.4728
NAMPULA,MECONTA,CS Mecua,324,CORRANE,MECUA 1,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-15.4997,39.3339
NAMPULA,MECUBURI,CS Mecuburi,325,MECUBURI,MECUBURI SEDE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-14.6586,38.888
NAMPULA,MECUBURI,PS Milhana,326,MILHANA,MILHANA,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-14.1667,39.1711
NAMPULA,MECUBURI,CS Namina I,327,NAMINA,NAMINA SEDE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-14.9394,38.6897
NAMPULA,MECUBURI,PS Momane,328,MECUBURI,MOMANE,RURAL,Posto de Saude,Posto de Saude,Nivel Primario,-14.5989,38.7952
NAMPULA,MECUBURI,CS Muite,329,MUITE,MUITE SEDE,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-14.025,39.0306
NAMPULA,MECUBURI,CS Napai,330,MUITE,NAPAI,RURAL,Centro de Saude,Centro de Saude Rural,Nivel Primario,-14.1723,38.74
